SystematicID,Gene,Product,S.cerevisiae_ortholog,Human_ortholog,RG_CLS,Validated/Group,ValidationCLS
SPBC9B6.09c,mdl1,mitochondrial peptide-transporting ATPase,"MDL1,MDL2",ABCB10,NA,no,
SPBC9B6.11c,,CCR4/nocturin family endoribonuclease (predicted),"NGL3,NGL2",PDE12,NA,no,
SPBCPT2R1.01c,,S. pombe specific DUF999 protein family 9,,,NA,no,
SPBCPT2R1.02,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPBCPT2R1.08c,tlh2,RecQ type DNA helicase Tlh1,,,NA,no,
SPBP16F5.03c,tra1,SAGA complex phosphatidylinositol pseudokinase Tra1,TRA1,TRRAP,short,no,
SPBP16F5.04,ubc7,Hrd1 ubiquitin ligase complex ubiquitin conjugating enzyme E2 Ubc7,UBC7,UBE2G2,NA,no,
SPBP16F5.05c,yar1,ribosome biogenesis protein Yar1 (predicted),YAR1,,short,no,
SPBP16F5.08c,fmo1,"ER flavin-containing N,N-dimethylaniline monooxygenase activity Fmo1 (predicted)",FMO1,"FMO1,FMO2,FMO3,FMO4,FMO5",short,no,
SPBP18G5.03,toc1,Tor complex Tor2 interacting protein 1,,,long,no,
SPBP19A11.02c,,"Schizosaccharomyces pombe specific protein, predicted GPI anchored",,,NA,no,
SPBP22H7.04,,"mitochondrial membrane protein, human TMEM186 ortholog",,TMEM223,NA,no,
SPBP22H7.05c,abo2,ATPase with bromodomain protein (predicted),YTA7,"ATAD2B,ATAD2",NA,no,
SPBP22H7.06,nrk1,nicotinamide riboside kinase Nrk1 (predicted),NRK1,"NMRK2,NMRK1",NA,no,
SPBP22H7.08,rps1002,40S ribosomal protein S10 (predicted),"RPS10B,RPS10A",RPS10,short,no,
SPBP23A10.05,ssr4,SWI/SNF and RSC complex subunit Ssr4,,,short,no,
SPBP23A10.10,ppk32,serine/threonine protein kinase Ppk32,SCY1,SCYL2,NA,no,
SPBP23A10.12,frg1,"FRG1 family protein, involved in mRNA splicing (predicted)",,FRG1,NA,no,
SPBP23A10.14c,ell1,RNA polymerase II transcription elongation factor Ell1,,ELL,short,no,
SPBP26C9.02c,car1,arginase Car1,CAR1,"ARG1,ARG2",NA,no,
SPBP26C9.03c,fet4,plasma membrane iron/zinc ion transmembrane transporter (predicted),FET4,,NA,no,
SPBP35G2.02,txc1,26S proteasome co-factor Txc1,,PITHD1,NA,no,
SPBP35G2.03c,sgo1,"meiotic inner centromere protein, shugoshin, Sgo1",SGO1,SGO1,NA,no,
SPBP35G2.04c,,Schizosaccharomyces specific protein,,,NA,no,
SPBP35G2.05c,cki2,serine/threonine protein kinase Cki2,"YCK3,YCK1,YCK2","CSNK1G1,CSNK1G2,CSNK1G3",short,no,
SPBP35G2.06c,nup131,"nucleoporin, WD repeat Nup131",NUP133,"NUP133,NUP155",NA,no,
SPBP35G2.07,ilv1,acetolactate synthase catalytic subunit,ILV2,ILVBL,short,no,
SPBP35G2.08c,air1,TRAMP complex zinc knuckle subunit Air1,"AIR2,AIR1",ZCCHC7,NA,no,
SPBP35G2.10,mit1,SHREC complex ATP-dependent DNA helicase subunit Mit1,,CHD3,long,no,
SPBP35G2.11c,nbr1,cargo receptor for selective autophagy pathway,ATG19,NBR1,NA,no,
SPBP35G2.12,ysa1,"ADP-ribose diphosphatase, NudF subfamily Ysa1 (predicted)",YSA1,NUDT5,NA,no,
SPBP35G2.13c,swc2,Swr1 complex subunit Swc2,VPS72,VPS72,long,no,
SPBP4G3.02,pho1,acid phosphatase Pho1,"PHO11,PHO3,PHO5,DIA3,PHO12",MINPP1,NA,no,
SPBP4G3.03,fub2,PI31 proteasome regulator Fub2 (predicted),FUB1,PSMF1,NA,no,
SPBP4H10.03,oxa102,mitochondrial inner membrane insertase Oxa102,OXA1,OXA1L,short,no,
SPBP4H10.05c,spe2,S-adenosylmethionine decarboxylase proenzyme Spe2,SPE2,AMD1,NA,no,
SPBP4H10.07,,"ubiquitin-protein ligase E3, unknown specificity (predicted)",,"RNF24,RNF122,RNF181",NA,no,
SPBP4H10.08,qcr10,"Reiske ISP-associated protein, ubiquinol-cytochrome-c reductase complex subunit Qcr10 (predicted)",QCR10,,NA,no,
SPBP4H10.09,rsv1,transcription factor Rsv1,"MIG3,MIG1,MIG2",,NA,no,
SPBP4H10.10,rbd3,mitochondrial rhomboid family protease,,,NA,no,
SPBP4H10.11c,lcf2,long-chain-fatty-acid-CoA ligase,"FAA3,FAA4,FAA1","ACSL3,ACSL4",NA,no,
SPBP4H10.12,,protein with a role in ER insertion of tail-anchored membrane proteins (predicted),YBR137W,,NA,no,
SPBP4H10.13,rps2302,40S ribosomal protein S23 (predicted),"RPS23A,RPS23B",RPS23,long,no,
SPBP4H10.16c,,"G-patch RNA-binding protein, involved in splicing (predicted)",WHI2,GPATCH1,long,no,
SPBP4H10.17c,,protein repair carboxyl methyl esterase (predicted),PPE1,PPME1,NA,no,
SPBP4H10.18c,,Schizosaccharomyces specific protein,,,NA,no,
SPBP4H10.19c,,calreticulin/calnexin homolog (predicted),,,NA,no,
SPBP4H10.20,nhm1,m7G(5')pppN diphosphatase Nhm1,"DCS1,DCS2",DCPS,NA,no,
SPBP8B7.02,rng9,contractile ring myosin V regulator Rng9,,,NA,no,
SPBP8B7.04,mug45,Schizosaccharomyces specific protein Mug45,,,NA,no,
SPBP8B7.05c,nce103,carbonic anhydrase (predicted),NCE103,,NA,no,
SPBP8B7.06,rpp201,60S acidic ribosomal protein A2,"RPP2B,RPP2A",RPLP2,long,no,
SPBP8B7.07c,set6,histone lysine methyltransferase Set6 (predicted),,"SMYD3,SMYD2,SMYD1",NA,no,
SPBP8B7.09c,los1,karyopherin/importin-beta family nuclear import receptor Los1 (predicted),LOS1,XPOT,NA,no,
SPBP8B7.10c,utp16,U3 snoRNP-associated protein Utp16 (predicted),BUD21,,NA,no,
SPBP8B7.11,nxt3,ubiquitin protease cofactor Nxt3 (predicted),BRE5,G3BP1,NA,no,
SPBP8B7.13,vac7,PAS complex phosphatidylinositol phosphate kinase activator Vac7 (predicted),VAC7,,NA,no,
SPBP8B7.18c,,phosphomethylpyrimidine kinase (predicted),"THI20,THI21,THI22",,short,no,
SPBP8B7.21,ubp3,ubiquitin C-terminal hydrolase Ubp3,UBP3,USP10,NA,no,
SPBP8B7.22,erd2,HDEL receptor (predicted),ERD2,"KDELR1,KDELR2,KDELR3",short,no,
SPBP8B7.23,rnf10,ubiquitin-protein ligase E3 (predicted),MAG2,RNF10,NA,no,
SPBP8B7.24c,atg8,autophagy associated protein Atg8,ATG8,"GABARAPL2,GABARAP,GABARAPL1",NA,no,
SPBP8B7.25,cyp4,cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp4,"CPR5,CPR2","PPIB,PPIC",long,yes:Bar_seqTopL,long
SPBP8B7.26,,Schizosaccharomyces specific protein,,,NA,no,
SPBP8B7.27,mug30,"HECT-type ubiquitin-protein ligase E3, found in association with TRAMP complex (predicted)",HUL4,HECTD2,NA,no,
SPBP8B7.28c,stc1,"CLRC ubiquitin ligase complex subunit, LIM-like Stc1",,,NA,no,
SPBP8B7.30c,thi5,transcription factor Thi5,,,NA,no,
SPBP8B7.31,,"HAD superfamily hydrolase, unknown role",YER134C,MDP1,NA,no,
SPBPB10D8.01,,cysteine transmembrane transporter (predicted),YCT1,"SLC17A1,SLC17A2,SLC17A3,SLC17A4,SLC17A5,SLC17A6,SLC17A7,SLC17A8",NA,no,
SPBPB10D8.02c,,arylsulfatase (predicted),,"ARSJ,ARSI,ARSB",NA,no,
SPBPB21E7.01c,eno102,enolase (predicted),"ENO1,ENO2,ERR3,ERR1,ERR2","ENO1,ENO2,ENO3",NA,no,
SPBPB21E7.04c,cmt2,"O-methyltransferase, human COMT catechol homolog 2",,COMT,NA,no,
SPBPB21E7.05,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPBPB21E7.09,,L-asparaginase (predicted),"ASP3-1,ASP3-2,ASP3-3,ASP3-4",ASPG,NA,no,
SPBPB2B2.01,,amino acid transmembrane transporter (predicted),"BAP2,TAT1,AGP1,BAP3,GNP1,CAN1,HIP1,GAP1,LYP1,ALP1,TAT2,PUT4,DIP5","SLC7A1,SLC7A2,SLC7A3,SLC7A4,SLC7A14",NA,no,
SPBPB2B2.02,say1,ER sterol deacetylase Say1 (predicted),SAY1,,NA,no,
SPBPB2B2.05,,class I glutamine amidotransferase family protein,,,NA,no,
SPBPB2B2.07c,,S. pombe specific DUF999 protein family 7,,,NA,no,
SPBPB2B2.08,,conserved fungal protein,,,NA,no,
SPBPB2B2.09c,pan5,2-dehydropantoate 2-reductase Pan5 (predicted),PAN5,,NA,no,
SPBPB2B2.10c,gal7,galactose-1-phosphate uridylyltransferase Gal7,GAL7,GALT,NA,no,
SPBPB2B2.11,tgd1,"nucleotide-sugar 4,6-dehydratase (predicted)",,TGDS,NA,no,
SPBPB2B2.12c,gal10,UDP-glucose 4-epimerase/aldose 1-epimerase Gal10,GAL10,GALE,NA,no,
SPBPB2B2.13,gal1,galactokinase Gal1,"GAL1,GAL3",GALK2,NA,no,
SPBPB7E8.01,,"Schizosaccharomyces specific protein, predicted GPI anchor",,,NA,no,
SPBPB7E8.02,,PSP1 family protein,"PSP1,YLR177W",,short,no,
SPBPB8B6.04c,grt1,transcription factor Grt1 (predicted),,,NA,no,
SPBPB8B6.05c,,L-asparaginase (predicted),"ASP3-1,ASP3-2,ASP3-3,ASP3-4",ASPG,NA,no,
SPBPJ4664.01,dps1,decaprenyl diphosphate synthase subunit Dps1,COQ1,PDSS1,NA,no,
SPBPJ4664.02,,crazy cell surface glycoprotein,,,NA,no,
SPBPJ4664.03,mfm3,M-factor precursor Mfm3,,,NA,no,
SPBPJ4664.05,,"endomembrane system protein, FAR-17a/AIG1-like family protein, human AIG1 and ADTRP ortholog",YHR140W,"ADTRP,AIG1",NA,no,
SPBPJ4664.06,gpt1,UDP-glucose-glycoprotein glucosyltransferase Gpt1,KRE5,"UGGT1,UGGT2",long,no,
SPCC1020.01c,pma2,"P-type proton ATPase, P3-type Pma2",PMA2,,NA,no,
SPCC1020.03,mmt1,mitochondrial iron ion transmembrane transporter Mmt1 (predicted),"MMT1,MMT2",,NA,no,
SPCC1020.05,dcr2,phosphoprotein phosphatase involved in unfolded protein response Dcr2 (predicted),"DCR2,SIA1",,NA,no,
SPCC1020.06c,tal1,transaldolase (predicted),"NQM1,TAL1",TALDO1,NA,no,
SPCC1020.07,,pseudouridine-5'-phosphatase (predicted),YKL033W-A,PUDP,NA,no,
SPCC1020.08,tyw1,wybutosine biosynthesis protein Tyw1 (predicted),TYW1,TYW1,NA,no,
SPCC1020.09,gnr1,heterotrimeric G protein beta (WD repeat) subunit Gnr1,,WRAP53,NA,no,
SPCC1020.10,oca2,serine/threonine protein kinase Oca2,"RTK1,PRR2,NPR1,HRK1",,NA,no,
SPCC1020.11c,emc6,ER membrane protein complex subunit Emc6 (predicted),EMC6,EMC6,short,no,
SPCC1020.12c,xap5,xap-5-like protein,,"FAM50A,FAM50B",NA,no,
SPCC1020.13c,,DDHD family phospholipase (predicted),DDL1,"SEC23IP,DDHD1,DDHD2",NA,no,
SPCC1183.02,,"glutathione S-transferase, translational elongation factor eEF1 (predicted)","YGR201C,TEF4,CAM1","EEF1E1,EEF1G",NA,no,
SPCC1183.04c,pet127,mitochondrial RNA 5'-end processing Pet127,PET127,,NA,no,
SPCC1183.06,ung1,uracil DNA N-glycosylase Ung1,UNG1,UNG,NA,no,
SPCC1183.09c,pmp31,plasma membrane proteolipid Pmp31,"SNA4,PMP3,SNA3",,NA,no,
SPCC1183.10,wtf10,wtf element Wtf10,,,NA,no,
SPCC1183.11,msy1,MS calcium ion channel protein Msy1,,,NA,no,
SPCC11E10.03,jnm1,"dynactin complex subunit, dynamitin Jnm1",JNM1,DCTN2,NA,no,
SPCC11E10.05c,ynd1,nucleoside diphosphatase Ynd1,YND1,"ENTPD4,ENTPD7",NA,no,
SPCC11E10.06c,elp4,elongator complex subunit Elp4,ELP4,ELP4,NA,no,
SPCC11E10.07c,tif221,translation initiation factor eIF2B alpha subunit,GCN3,EIF2B1,NA,no,
SPCC11E10.08,rik1,CLRC ubiquitin ligase complex WD repeat protein Rik1,,DDB1,NA,no,
SPCC11E10.09c,,alpha-amylase homolog (predicted),,,NA,no,
SPCC1223.01,,ubiquitin-protein ligase E3 involved in rescue of stalled ribosomes (predicted),HEL2,ZNF598,NA,no,
SPCC1223.02,nmt1,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase Nmt1,"THI13,THI5,THI11,THI12",,NA,no,
SPCC1223.03c,gut2,glycerol-3-phosphate dehydrogenase Gut2 (predicted),GUT2,GPD2,NA,no,
SPCC1223.04c,set11,ribosomal protein lysine methyltransferase Set11,RKM2,SETD4,NA,no,
SPCC1223.05c,rpl3702,60S ribosomal protein L37 (predicted),"RPL37B,RPL37A",RPL37,short,no,
SPCC1223.06,tea1,cell end marker Tea1,"KEL2,KEL1",RABEPK,NA,no,
SPCC1223.10c,eaf1,RNA polymerase II transcription elongation factor Eaf1,,"EAF1,EAF2",NA,no,
SPCC1223.11,ptc2,"MAP kinase threonine phosphatase, protein phosphatase 2c homolog Ptc2","PTC3,PTC2",PPM1G,long,no,
SPCC1223.12c,meu10,GPI anchored cell surface protein involved in ascospore wall assembly Meu10,"ECM33,SPS22,PST1,SPS2",,NA,no,
SPCC1223.13,cbf12,CBF1/Su(H)/LAG-1 family transcription factor Cbf12,,"RBPJL,RBPJ",NA,no,
SPCC1223.15c,spc19,DASH complex subunit Spc19,SPC19,,NA,no,
SPCC1235.01,,Schizosaccharomyces specific protein,,,NA,no,
SPCC1235.02,bio2,biotin synthase,BIO2,,NA,no,
SPCC1235.03,cue2,"nucleolar Smr domain protein, implicated in DNA repair",CUE2,N4BP2L2,NA,no,
SPCC1235.05c,fft2,SMARCAD1 family ATP-dependent DNA helicase Fft2 (predicted),FUN30,SMARCAD1,NA,no,
SPCC1235.06,get2,GET complex (ER membrane insertion) subunit Get2,GET2,,NA,no,
SPCC1235.08c,pdh1,Golgi to ER retrograde transport protein (predicted),YOL107W,TMEM115,NA,no,
SPCC1235.09,hif2,Set3 complex subunit Hif2,SIF2,"TBL1X,TBL1Y,TBL1XR1",NA,no,
SPCC1235.11,mpc1,"mitochondrial carrier, pyruvate Mpc1 (predicted)",MPC1,MPC1,NA,no,
SPCC1235.12c,mug146,Schizosaccharomyces specific protein Mug46,,,NA,no,
SPCC1235.13,ght6,plasma membrane glucose/fructose:proton symporter Ght6,"HXT15,HXT7,HXT6,STL1,HXT13,MAL11,HXT4,HXT1,HXT5,HXT8,HXT9,HXT16,GAL2,HXT2,HXT14,HXT17,HXT11",,NA,no,
SPCC1235.15,dga1,diacylglycerol O-acyltransferase Dga1,DGA1,"DGAT2,MOGAT1,MOGAT2,MOGAT3,DGAT2L6,AWAT2",NA,no,
SPCC1259.02c,erm1,ER metallopeptidase Erm1 (predicted),PFF1,ERMP1,short,no,
SPCC1259.03,rpa12,DNA-directed RNA polymerase complex I subunit Rpa12,RPA12,ZNRD1,short,no,
SPCC1259.04,iec3,Ino80 complex subunit Iec3,,,short,no,
SPCC1259.07,rxt3,transcriptional regulatory protein Rxt3,RXT3,CRISPLD2,NA,no,
SPCC1259.08,,DUF2457 family conserved fungal protein,,,short,no,
SPCC1259.09c,pdx1,"pyruvate dehydrogenase protein x component, Pdx1 (predicted)",PDX1,PDHX,short,no,
SPCC1259.10,pgp1,mitochondrial tRNA N6-threonyl-carbamoyl-adenosine (t6A) Pgp1,QRI7,OSGEPL1,NA,no,
SPCC1259.11c,gyp2,GTPase activating protein Gyp2 (predicted),MDR1,"TBC1D9,TBC1D8B,TBC1D9B",short,no,
SPCC1259.12c,gid1,"GID complex subunit, Ran GTPase binding protein Gid1 (predicted)",VID30,"RANBP9,RANBP10",short,no,
SPCC1259.13,chk1,Chk1 protein kinase,CHK1,CHEK1,NA,no,
SPCC1259.14c,meu27,UPF0300 family protein 5,,,NA,no,
SPCC126.01c,,WD repeat protein,,,NA,no,
SPCC126.02c,pku70,Ku domain protein Pku70,YKU70,XRCC6,NA,no,
SPCC126.03,pus1,TruA family tRNA/ U2 snRNA pseudouridine synthase Lsp1,"PUS2,PUS1",PUS1,NA,no,
SPCC126.04c,sgf73,SAGA complex subunit Sgf73,SGF73,"ATXN7,ATXN7L1,ATXN7L2",NA,no,
SPCC126.06,twf1,twinfilin (predicted),TWF1,"TWF1,TWF2",NA,no,
SPCC126.08c,,lectin family glycoprotein receptor (predicted),,"LMAN2,LMAN2L",NA,no,
SPCC126.09,zip2,"vacuolar zinc exporter, ZIP family, Zip2 (predicted)",ZRT3,"SLC39A1,SLC39A11,SLC39A2,SLC39A3",long,no,
SPCC126.10,iah1,isoamyl acetate hydrolytic enzyme Iah1 (predicted),IAH1,IAH1,NA,no,
SPCC126.11c,,"RNA-binding protein, rrm type",,,NA,no,
SPCC126.12,,GTP cyclohydrolase (predicted),NIF3,NIF3L1,NA,no,
SPCC126.13c,sap18,splicing factor Sap18 (predicted),,SAP18,NA,no,
SPCC126.15c,sec65,signal recognition particle subunit Sec65 (predicted),SEC65,SRP19,short,no,
SPCC1281.04,akr7,pyridoxal reductase (predicted),YPR127W,"AKR7L,AKR7A2,AKR7A3",NA,no,
SPCC1281.07c,gst4,glutathione S-transferase (predicted),"GTO1,ECM4,GTO3",,NA,no,
SPCC1281.08,wtf11,wtf element Wtf11,,,NA,no,
SPCC132.01c,mtr1,microtubule regulator Mtr1,RQC2,NEMF,NA,no,
SPCC132.04c,gdh2,NAD-dependent glutamate dehydrogenase Gdh2,GDH2,"GLUD1,GLUD2",NA,no,
SPCC1322.01,rpm1,mitochondrial 3'-5' exonuclease for RNA 3' ss-tail,DSS1,,short,no,
SPCC1322.02,pxd1,structure-specific DNA nuclease regulator Pxd1,,,NA,no,
SPCC1322.03,trp1322,plasma membrane TRP-like calcium ion channel Trp1322,,,NA,no,
SPCC1322.05c,lap2,vacuolar aminopeptidase Lap2,LAP2,LTA4H,NA,no,
SPCC1322.06,kap113,karyopherin/importin beta family nuclear import signal receptor Kap113,KAP120,IPO11,NA,no,
SPCC1322.07c,mug150,Schizosaccharomyces pombe specific protein Mug150,,,NA,no,
SPCC1322.08,srk1,MAPK-activated protein kinase Srk1,"RCK1,RCK2",,short,no,
SPCC1322.09,,"Golgi protein, associated with COP vesicles (predicted), DUF5427",MTC1,,NA,no,
SPCC1322.10,,"conserved fungal cell surface protein, Kre9/Knh1 family",,,NA,no,
SPCC1322.12c,bub1,mitotic spindle checkpoint kinase Bub1,BUB1,"BUB1,BUB1B",NA,no,
SPCC1322.14c,vtc4,vacuolar transporter chaperone (VTC) complex subunit (predicted),"VTC5,VTC4",,NA,no,
SPCC1322.15,rpl3402,60S ribosomal protein L34,"RPL34A,RPL34B",RPL34,NA,no,
SPCC1322.16,phb2,prohibitin Phb2 (predicted),PHB2,PHB2,NA,no,
SPCC1393.02c,spt2,non-specific DNA binding protein Spt2 (predicted),SPT2,SPTY2D1,NA,no,
SPCC1393.05,ers1,RNA-silencing factor Ers1,,,short,no,
SPCC1393.07c,mug4,"Schizosaccharomyces specific protein, DNAJ domain",,,NA,no,
SPCC1393.08,fil1,"transcription factor, zf-GATA type",,,NA,no,
SPCC1393.09c,gir2,"RWD domain protein, involved in cytoplasmic translation Gir2",GIR2,RWDD1,NA,no,
SPCC1393.10,ctr4,plasma membrane copper transporter complex subunit Ctr4,CTR3,"SLC31A1,SLC31A2",NA,no,
SPCC1393.12,,Schizosaccharomyces specific protein,,,NA,no,
SPCC1393.13,,metal-dependent phosphatase involved in cellular detoxification/metabolite repair,YMR027W,ARMT1,NA,no,
SPCC13B11.01,adh1,alcohol dehydrogenase Adh1,"ADH5,ADH3,ADH2,ADH1",,short,no,
SPCC13B11.02c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC13B11.03c,,hydroxyacylglutathione hydrolase (predicted),"GLO2,GLO4",PNKD,NA,no,
SPCC13B11.04c,fmd3,glutathione-dependent formaldehyde dehydrogenase (predicted),SFA1,"ADH1A,ADH1B,ADH4,ADH5,ADH6,ADH7",NA,no,
SPCC1442.01,ste6,guanyl-nucleotide exchange factor Ste6,CDC25,"RAPGEF1,RASGRF1,RASGRF2",NA,no,
SPCC1442.02,glm2,"Glomulin, ubiquitin-protein transferase inhibitor Glm2","YBP1,YBP2",GLMN,NA,no,
SPCC1442.03,mme1,"mitochondrial carrier, magnesium ion Mme1 (predicted)",MME1,,NA,no,
SPCC1442.04c,,meiotic recombination protein (predicted),RMR1,,NA,no,
SPCC1442.05c,mic26,MICOS complex subunit Mic23/26/27 (predicted),"MIC26,MIC27","APOOL,APOO",NA,no,
SPCC1442.07c,wss2,ubiquitin/metalloprotease fusion protein Udp7,,,NA,no,
SPCC1442.11c,,Schizosaccharomyces pombe specific protein,,,NA,no,
SPCC1442.13c,sqs2,R3H and G-patch domain protein Sqs2,,"SON,AGGF1",NA,no,
SPCC1442.14c,hnt1,adenosine 5'-monophosphoramidase (predicted),HNT1,"HINT2,HINT1",short,no,
SPCC1442.15c,cox18,mitochondrial inner membrane insertase Cox18,COX18,COX18,NA,no,
SPCC1442.16c,zta1,NADPH quinone oxidoreductase/ARE-binding protein (predicted),ZTA1,CRYZ,NA,no,
SPCC1442.17c,ist1,MVB sorting pathway protein Ist1 (predicted),IST1,IST1,NA,no,
SPCC1450.02,bdf1,Swr1 complex bromodomain subunit Bdf1,"BDF2,BDF1","BRD2,BRD3,BRDT,BRD4",short,no,
SPCC1450.03,utp502,ribonucleoprotein (RNP) complex Utp502 (predicted),UTP5,WDR43,short,no,
SPCC1450.05c,rox3,mediator complex subunit Med19,ROX3,,short,no,
SPCC1450.06c,grx3,CIA machinery monothiol glutaredoxin Grx3,"GRX7,GRX6",,NA,no,
SPCC1450.07c,dao1,D-amino acid oxidase,,"DAO,DDO",NA,no,
SPCC1450.08c,wtf16,wtf element Wtf16,,,NA,no,
SPCC1450.09c,,phospholipase (predicted),"PLB2,PLB1,PLB3","PLA2G4E,PLA2G4F,PLA2G4D,PLA2G4A,PLA2G4B,PLA2G4C",NA,no,
SPCC1450.11c,cek1,serine/threonine protein kinase Cek1,RIM15,"STK38,STK38L",NA,no,
SPCC1450.12,,mitochondrial DUF3818 and PXA domain conserved fungal protein,YPR097W,,NA,no,
SPCC1450.16c,ptl1,triacylglycerol lipase ptl1,TGL3,,NA,no,
SPCC1494.01,,iron/ascorbate oxidoreductase family,,,NA,no,
SPCC1494.03,arz1,"human RAP1 GTPase-GDP dissociation stimulator ortholog, Zfs1 target number 1",BEM4,RAP1GDS1,NA,no,
SPCC1494.07,trm72,tRNA 2'-O-methylase subunit Trm72 (predicted),TRM732,THADA,NA,no,
SPCC1494.08c,,"cortical variant C2 domain protein, human FAM102A and FAM102B ortholog, implicated in signalling or endocytosis",YBL086C,"FAM102B,FAM102A",long,yes:Bar_seqUnexplored.L,long
SPCC1494.09c,tfb6,conserved fungal protein Tfb6,TFB6,,NA,no,
SPCC1494.10,adn3,transcription factor Adn3,FLO8,,short,no,
SPCC14G10.04,,Schizosaccharomyces specific protein,,,NA,no,
SPCC1529.01,,transmembrane transporter (predicted),,,NA,no,
SPCC162.02c,,AMP-binding dehydrogenase (predicted),,,NA,no,
SPCC162.03,,short chain dehydrogenase (predicted),,,NA,no,
SPCC162.04c,wtf13,wtf meiotic driver Wtf13,,,short,yes:Bar_seqShort,short
SPCC162.05,coq3,hexaprenyldihydroxybenzoate methyltransferase Coq3,COQ3,COQ3,NA,no,
SPCC162.10,ppk33,serine/threonine protein kinase Ppk33 (predicted),,"STK32B,STK32C,STK32A",long,no,
SPCC162.11c,urk1,uridine kinase/uracil phosphoribosyltransferase (predicted),URK1,UCKL1,NA,no,
SPCC162.12,tco89,TORC1 subunit Tco89,TCO89,,NA,yes:Bar_seqLong_ctr,long
SPCC1620.02,wtf23,wtf element Wtf23,,,NA,no,
SPCC1620.03,mug163,"mitochondrial protein, human C6orf136 ortholog",YGR053C,C6orf136,NA,no,
SPCC1620.04c,fzr3,meiotic fizzy-related APC coactivator Fzr3,,,NA,no,
SPCC1620.07c,lnp1,lunapark Lnp1,LNP1,LNPK,NA,no,
SPCC1620.08,lsc2,succinate-CoA ligase beta subunit Lsc2 (predicted),LSC2,SUCLA2,NA,no,
SPCC1620.12c,,GTPase activating protein (predicted),"GYL1,GYP5","TBC1D1,RABGAP1,TBC1D4,RABGAP1L,EVI5L,EVI5",NA,no,
SPCC1620.13,,phosphoglycerate mutase/6-phosphofructo-2-kinase family (predicted),,,NA,no,
SPCC1672.03c,gud1,guanine deaminase Gud1 (predicted),GUD1,GDA,NA,no,
SPCC1672.04c,cox19,mitochondrial copper chaperone for cytochrome c oxidase Cox19 (predicted),COX19,COX19,NA,no,
SPCC1672.06c,asp1,diphosphoinositol pentakisphosphate kinase/InsP8 pyrophosphatase,VIP1,"PPIP5K1,PPIP5K2",NA,no,
SPCC1672.09,,triglyceride lipase-cholesterol esterase (predicted),TGL1,"LIPJ,LIPK,LIPM,LIPA,LIPF",NA,no,
SPCC1672.12c,get4,GET complex (ER membrane insertion) subunit Get4 (predicted),GET4,GET4,NA,no,
SPCC1682.01,qcr9,ubiquinol-cytochrome-c reductase complex subunit 9 (predicted),QCR9,UQCR10,NA,no,
SPCC1682.07,ssl1,transcription factor TFIIH complex subunit Ssl1,SSL1,"GTF2H2C,GTF2H2",NA,no,
SPCC1682.08c,mpf2,meiotic pumilio family RNA-binding protein Mpf2,PUF3,,NA,no,
SPCC1682.11c,ctl1,"choline transporter-like, implicated in autophagy Ctl1",PNS1,,NA,no,
SPCC1682.12c,ubp16,ubiquitin C-terminal hydrolase Ubp16,UBP10,"USP36,USP42",NA,no,
SPCC1682.13,laf2,"Clr6 associated factor 2, Laf2","FUN19,YOR338W",,NA,no,
SPCC1682.14,rpl1902,60S ribosomal protein L19,"RPL19B,RPL19A",RPL19,NA,no,
SPCC1682.15,mug122,PX/PXA domain protein,,,NA,no,
SPCC16A11.01,sfk1,plasma membrane protein involved in inositol lipid-mediated signaling Sfk1 (predicted),SFK1,"TMEM150A,DRAM1,DRAM2,TMEM150B,TMEM150C",NA,no,
SPCC16A11.03c,,"DUF2009 family protein, conserved in yeast and apicomplexa",,,NA,no,
SPCC16A11.04,snx12,ER-vacuole tethering sorting nexin Snx12 (predicted),MDM1,"SNX13,SNX25",NA,no,
SPCC16A11.07,coq10,mitochondrial ubiquinone binding protein Coq10,COQ10,"COQ10B,COQ10A",NA,no,
SPCC16A11.08,atg20,autophagy associated PX/BAR domain sorting nexin Atg20,ATG20,,NA,no,
SPCC16A11.10c,oca8,cytochrome b5 (predicted),CYB5,"CYB5B,CYB5A",short,no,
SPCC16A11.15c,,Schizosaccharomyces specific protein,,,NA,no,
SPCC16A11.16c,rpn1302,19S proteasome regulatory subunit Rpn13b,RPN13,ADRM1,NA,no,
SPCC16C4.01,sif2,"mitochondrial protein, involved in mitochondrial gene expression (predicted)","RMD1,MRX10,RMD8",RMND1,NA,no,
SPCC16C4.03,pin1,peptidyl-prolyl cis-trans isomerase Pin1,ESS1,PIN1,NA,no,
SPCC16C4.04,,Schizosaccharomyces specific protein,,,short,no,
SPCC16C4.06c,pus3,tRNA pseudouridine synthase Pus3 (predicted),"PUS2,PUS1",PUS1,NA,no,
SPCC16C4.09,sts5,"cytoplasmic P body 3'-5'-exoribonuclease, Dis3L2-related (predicted)",SSD1,DIS3L2,NA,no,
SPCC16C4.10,,6-phosphogluconolactonase (predicted),"SOL2,SOL4,SOL3,SOL1",PGLS,short,no,
SPCC16C4.11,pef1,Pho85/PhoA-like cyclin-dependent kinase Pef1,PHO85,CDK5,NA,no,
